cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"201465","20049600","200496","0",2.000000000000000,Zapiola 1680,Zapiola 1680,Inst. San Maximiliano Kolbe,I San Maximiliano Kolbe,4551-5555,info@colegio_smkolbe.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100281.447071999995387,106588.984705999988364,Inicial Común - Primario Común - Secundario Común
"201492","20002800","200028","0",2.000000000000000,Conde 1860,Conde 1860,Inst. Bet-el,I Bet-el,4554-3253/3023,secretariaprimaria@betel.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",99908.445257400002447,106676.493998999998439,Inicial Común - Primario Común
"201501","20166600","201666","0",2.000000000000000,Dr. Victorino de la Plaza 1060,Dr. Victorino de la Plaza 1060,Inst. Brotecitos,I Brotecitos,4787-2119,brotecitos@hogaramparomaternal.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",101325.542551000005915,109003.296059000000241,Inicial Común
"202158","20275700","202757","0",2.000000000000000,Aristóbulo del Valle 1725,Aristóbulo del Valle 1725,Jardín Tiempo de Duendes,J Tiempo de Duendes,4307-7214,tiempodeduendes@gmail.com,C1271,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",5.000000000000000,4.000000000000000,BARRACAS,02 - HOSP ARGERICH,"1",107984.935423000002629,99298.781376600003568,Otros Servicios Educativos de la modalidad Común
"200461","20100100","201001","0",1.000000000000000,Avda. del Libertador 4903,Avda. del Libertador 4903,Jardín de Infantes Común N° 02/09° Granaderos de San Martín,JIC 02/09,4772-0938,dei_ji2_de9@bue.edu.ar,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",9.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"1",102527.494395000001532,107300.245496999996249,Inicial Común
"201481","20147900","201479","0",2.000000000000000,Avda. del Libertador 7395,Avda. del Libertador 7395,Inst. José Ingenieros,I Jose Ingenieros,"52936100",jingenieros@clubosn.com.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100375.001310999999987,109368.382266000000527,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común
"201479","20173800","201738","0",2.000000000000000,Avda. del Libertador 6185,Avda. del Libertador 6185,Inst. Sta. Ana,I Sta Ana,4784-7650 int 2 y 3,arte@isabelgrano.com.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",101310.233809000012116,108239.048767999993288,Superior No Universitario Común
"201468","20051100","200511","0",2.000000000000000,Amenábar 1840,Amenábar 1840,Colegio Internacional de Las Islas,Col Internacional de Las Islas,4787-2294/4784-6434,direccion@intschools.org,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100565.448136999999406,107106.327885000006063,Inicial Común - Primario Común - Secundario Común
"201865","20084900","200849","0",1.000000000000000,Fragata Presidente Sarmiento 1817,Fragata Presidente Sarmiento 1817,Esc. de Comercio N° 17 Santa María de los Buenos Aires,EC 17,4583-0398/4582-3277,dem_ec17de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",7.000000000000000,11.000000000000000,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,"1",100275.005105000003823,102749.821330000006128,Secundario Común
"201473","20156300","201563","0",2.000000000000000,Arribeños 2871,Arribeños 2871,Inst. Belgrano Uno,I Belgrano Uno,4786-5629/4782-9031,info@belgranouno.com.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100615.966862000001129,108732.325893999994150,Inicial Común - Primario Común - Secundario Común
"201464","20152000","201520","0",2.000000000000000,Avda. Pte. Figueroa Alcorta 7597,Avda. Pte. Figueroa Alcorta 7597,Inst. River Plate,I River Plate,4789-1101/3/6,nivelmedio@riverplate.edu.ar/primaria@riverplate.edu.ar/jardin@riverplate.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",101222.378903999997419,109240.267150999992737,Inicial Común - Primario Común - Secundario Común
"201514","20000300","200003","0",2.000000000000000,Moldes 1764,Moldes 1764,Inst. San Cayetano,I San Cayetano,4783-0889 INT119,sancayetanoprimaria@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100542.304661999995005,106964.806563000005553,Inicial Común - Primario Común
"200461","20100000","201000","0",1.000000000000000,Avda. del Libertador 4903,Avda. del Libertador 4903,Esc. Primaria Común N° 30 Granaderos de San Martin,EPjs 30,4772-0922,dep_epc30_de9@bue.edu.ar / esc30de9@gmail.com,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",9.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"1",102527.494395000001532,107300.245496999996249,Primario Común
"201480","20149400","201494","0",2.000000000000000,Avda. del Libertador 6796,Montañeses 2845,Escuela Técnica Ort 02,ET Ort 02,4789-6500,secesc2@ort.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100741.334642999994685,108772.946817999996711,Secundario Común
"201523","20001700","200017","0",2.000000000000000,Núñez 2776,Núñez 2776,Escuela de la Aldea,Esc de la Aldea,4702-8042,info@escuelalaaldea.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",99270.112368500005687,108617.519480999995722,Inicial Común - Primario Común
"202663","20309600","203096","0",1.000000000000000,Murguiondo 2251,Murguiondo 2251,Esc. Primaria Común N° 23,EPjc 23,S/D,dep_epc23_de20@bue.edu.ar,"1440",http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",20.000000000000000,9.000000000000000,MATADEROS,09 - HOSP SANTOJANNI,"1",96690.841787299999851,96700.896675900003174,Primario Común
"201463","20031700","200317","0",2.000000000000000,11 de Septiembre de 1888 3168,11 de Septiembre de 1888 3168,Aula XXI,Aula XXI,4701-3433/3533,info@colegioaula21.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100333.505462999994052,108952.321800000005169,Secundario Común
"201480","20136100","201361","0",2.000000000000000,Avda. del Libertador 6796,Avda. del Libertador 6796,Inst. de Tecnología Ort 02,I de Tecnología Ort 02,4789-6500,ito2@ort.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100741.334642999994685,108772.946817999996711,Superior No Universitario Común
"201533","20106900","201069","0",2.000000000000000,Vuelta de Obligado 3723,Vuelta de Obligado 3723,Inst. Propuesta Actual,I Propuesta Actual,4702-6663/4198,secretariapedagogica@propuesta-actual.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",99539.513717699999688,109145.441493999998784,Secundario Común
"201802","20058500","200585","0",2.000000000000000,Avda. Crámer 1222,Avda. Crámer 1222,Inst. Aequalis,I Aequalis,4553-3441,info@aequalis.esc.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9.000000000000000,13.000000000000000,COLEGIALES,07 - HOSP PIROVANO,"1",100959.947358999997959,106448.837513999984367,Inicial Común - Primario Común
"201521","20120400","201204","0",2.000000000000000,Montañeses 2759,Montañeses 2759,Oxford School,Oxford School,4788-2925,oxford@vaneduc.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100809.519014999998035,108681.317632999998750,Inicial Común - Primario Común - Secundario Común
"202326","20270600","202706","0",2.000000000000000,Sarandí 283,Sarandí 283,Escuela Infantil La Puertita,EI La Puertita,2053-7607,jardinlapuertita@hotmail.com,C1081,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",3.000000000000000,3.000000000000000,BALVANERA,08 - HOSP RAMOS MEJIA,"1",106221.131815999993705,101885.609007999984897,Otros Servicios Educativos de la modalidad Común
"201487","20002600","200026","0",2.000000000000000,Cap. Gral. Ramón Freire 1658,Cap. Gral. Ramón Freire 1658,Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación,CEI,"52633939",info@ceiac.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100201.437002000006032,106508.537473999997019,Superior No Universitario Común
"200462","20230900","202309","0",1.000000000000000,Moldes 1220,Moldes 1220,Jardín de Infantes Común N° 09/09°,JIC 09/09,4785-9629,dei_jic9_de9@bue.edu.ar,C1426,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",9.000000000000000,13.000000000000000,COLEGIALES,07 - HOSP PIROVANO,"1",100952.434842000002391,106611.311614000005648,Inicial Común
"201497","20084500","200845","0",2.000000000000000,Avda. Crisólogo Larralde 3281,Avda. Crisólogo Larralde 3281,Inst. Hull Cordell,I Hull Cordell,4542-6595/3623,secretariahc@hotmail.com,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,12.000000000000000,SAAVEDRA,07 - HOSP PIROVANO,"1",98792.345142299993313,108500.373214999999618,Inicial Común - Primario Común - Secundario Común
"201517","20219600","202196","0",2.000000000000000,Moldes 2361,Moldes 2361,Colegio Evangélico Buenos Aires,Col Evangélico Buenos Aires,4788-0045/2227,bacssecundaria@gmail.com  /  bacsprimaria@gmail.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100114.947057000012137,107601.860065999993822,Inicial Común - Primario Común - Secundario Común
"201504","20179200","201792","0",2.000000000000000,Grecia 3273,Grecia 3273,Del Jacarandá,Del Jacarandá,4701-5427,jacaranda@jacaranda.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100087.531101999993552,108926.852019999991171,Inicial Común - Primario Común
"201471","20191000","201910","0",2.000000000000000,Arcos 4531,Arcos 4531,Lomas de Nuñez,Lomas de Nuñez,4703-1168,castellano@upperschool.edu.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",99311.118798900002730,109905.535984999994980,Inicial Común - Primario Común
"201499","20209800","202098","0",2.000000000000000,Cuba 2665,Cuba 2665,Escuela Profesional de Cinematografía,E Profesional de Cinematografía,4783-3690,info@escuelasubiela.com,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,BELGRANO,07 - HOSP PIROVANO,"1",100323.007922000004328,108219.035912999999709,Superior No Universitario Común
"201539","20189000","201890","0",2.000000000000000,Vuelta de Obligado 2874,Vuelta de Obligado 2874,El Buen Amigo,El Buen Amigo,4702-5920,escuelaelbuenamigo@gmail.com,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10.000000000000000,13.000000000000000,NUÑEZ,07 - HOSP PIROVANO,"1",100059.481920000005630,108374.701755999994930,Inicial Común
"200105","20236303","202363","3",1.000000000000000,Sarmiento 4041,Sarmiento 4041,Centro de Actividades Infantiles y Juveniles Club Almagro,CAIyJ Almagro,4342-5685/2384INT628,clubdejovenes@buenosaires.gob.ar,C1197,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,CAIJ,Centro de Actividades Infantiles y Juveniles,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,"1",2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"2",103748.328183999998146,102775.193803000001935,Otros Servicios Educativos de la modalidad Común
"201423","20208800","202088","0",2.000000000000000,Avda. Cabildo 885,Avda. Cabildo 885,ICEA  Altos Estudios,ICEA  Altos Estudios,4552-1712,secretaria@icea.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9.000000000000000,14.000000000000000,PALERMO,07 - HOSP PIROVANO,"1",101587.954616999995778,106683.580459000004339,Superior No Universitario Común
"200441","20104400","201044","0",1.000000000000000,Gurruchaga 739,Aguirre 752,Jardín de Infantes Común N° 03/09° Leopoldo Marechal,JIC 03/09,4776-0413,dei_jic3_de9@bue.edu.ar / jic3_de9@yahoo.com.ar,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",9.000000000000000,15.000000000000000,VILLA CRESPO,03 - HOSP DURAND,"1",102212.341243999995640,103799.258451000001514,Inicial Común
"201558","20125100","201251","0",2.000000000000000,Avda. Juan Bautista Alberdi 2555,Avda. Juan Bautista Alberdi 2555,Inst. Ana María Janer,I Ana María Janer,4612-3169,instituto@janer.esc.edu.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99892.126767399997334,99767.355398400002741,Inicial Común - Primario Común - Secundario Común
"201560","20119600","201196","0",2.000000000000000,Avda. San Pedrito 1349,Avda. San Pedrito 1349,Inst. Elisa Harilaos,I Elisa Harilaos,4612-0859 - 4612-8587,ieharilaos@gmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100414.073971999998321,98267.333356600007392,Inicial Común - Primario Común - Secundario Común
"201555","20168500","201685","0",2.000000000000000,Avda. Directorio 2138,Avda. Directorio 2138,Inst. Ntra. Sra. de la Misericordia,I Ntra Sra de la Misericordia,4631-0316,misenivelmedio@gmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100527.452749000003678,99692.099080800006050,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común
"201571","20167500","201675","0",2.000000000000000,Mariano Acosta 195,Mariano Acosta 195,Inst. Ntra. Sra. del Milagro,I Ntra Sra del Milagro,4636-2885 / 4671-7325,msmilagro@fibertel.com.ar,C1407,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98410.196595899993554,99305.465655199994217,Inicial Común - Primario Común - Secundario Común
"201551","20151900","201519","0",2.000000000000000,Avda. Juan Bautista Alberdi 1948,Avda. Juan Bautista Alberdi 1948,Inst. Profesorado Jorge A. Susini,I Prof Jorge A Susini,4632-3847/4631-6954,rlegal@institutosusini.edu.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100610.960768999997526,100012.801999999996042,Inicial Común - Primario Común - Secundario Común
"201559","20170200","201702","0",2.000000000000000,Avda. Rivadavia 6270,Avda. Rivadavia 6270,Inst. Inmaculada Concepción de Ntra. Sra. de Lourdes,I Ntra Sra de Lourdes,4631-2383,colegiolourdesflores@gmail.com.,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100716.982237000003806,100397.372675000005984,Inicial Común - Primario Común - Secundario Común
"201565","20134200","201342","0",2.000000000000000,José Bonifacio 2475,José Bonifacio 2475,Inst. San José de Flores,I San José de Flores,4637-1513,secretaria273@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100048.524359999995795,99682.220055400001002,Inicial Común - Primario Común - Secundario Común
"201556","20119000","201190","0",2.000000000000000,Avda. Directorio 2220,Avda. Directorio 2220,Inst. Virginio F. Grego,I Virginio F Grego,4631-6351,virginiogrego@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - PriAdu - SecCom,"Nivel Inicial, Primario y Secundario Común - Nivel Primario de Jóvenes y Adultos",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100430.321754999997211,99655.077435900006094,Inicial Común - Primario Común - Secundario Común - Primario de Jóvenes y Adultos
"201570","20083300","200833","0",2.000000000000000,Lautaro 824,Lautaro 824,Inst. Guardia de Honor del Santísimo Rosario,I G H del Santísimo Rosario,4632-1591,guardiadehonor27@hotmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100856.201407999993535,99306.315075499995146,Inicial Común - Primario Común - Secundario Común
"200464","20081000","200810","0",1.000000000000000,Uriarte 2235,Uriarte 2237,Jardín de Infantes Integral N° 01/09° Dr. Alfredo Palacios,JII 01/09,4774-9032,dei_jii1_de9@bue.edu.ar / jii1del9@gmail.com,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",9.000000000000000,14.000000000000000,PALERMO,04 - HOSP FERNANDEZ,"1",103418.422753000020748,105180.207915000006324,Inicial Común
"201554","20083200","200832","0",2.000000000000000,Avda. Carabobo 967,Avda. Carabobo 967,Inst. Ntra. Sra. de Luján de San José de Flores,I Ntra Sra de Luján de Flores,4631-1989,gabinetedecomputacion@hotmail.com,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",101002.312768000003416,99173.016032799991081,Inicial Común - Primario Común
"201575","20119100","201191","0",2.000000000000000,Zuviría 2660,Zuviría 2660,Inst. Parroquial Sta. Clara,I P Santa Clara,4632-6750,ipsantaclara@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - PriAdu - SecCom,"Nivel Inicial, Primario y Secundario Común - Nivel Primario de Jóvenes y Adultos",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100629.089235999999801,98530.324261200003093,Inicial Común - Primario Común - Secundario Común - Primario de Jóvenes y Adultos
"201553","20061300","200613","0",2.000000000000000,Avda. Carabobo 56,Avda. Carabobo 56,Inst. Sara Chamberlain de Eccleston,I Sara Chamberlain de Eccleston,4631-4194/2255,info@ecclestonschool.edu.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100594.957792999994126,100261.230567999999039,Inicial Común - Primario Común - Secundario Común
